codice_esterno,0,1,2,3,4,5,6,7,8,9,10,11,giorno_uscita,colore,cat_merc
A3035D4NE-17,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-03-24,nero,bambolina
A3041905NE-17,1.0,6.0,7.0,3.0,0.0,0.0,1.0,2.0,0.0,3.0,5.0,0.0,2017-03-05,nero,tuta
A3043607NE-17,1.0,1.0,0.0,3.0,7.0,8.0,5.0,8.0,4.0,4.0,4.0,6.0,2017-02-04,nero,smanicato
A3057A735NE-17,1.0,3.0,9.0,6.0,2.0,2.0,7.0,4.0,1.0,0.0,0.0,0.0,2017-04-02,nero,trapezio
A3057A735RO-17,1.0,9.0,9.0,6.0,4.0,4.0,8.0,5.0,2.0,0.0,0.0,0.0,2017-03-30,rosso,trapezio
A3073905NE-17,1.0,1.0,1.0,0.0,4.0,3.0,3.0,22.0,29.0,32.0,21.0,12.0,2017-01-27,nero,tuta
A3073ZIP905NE-17,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-05-26,nero,tuta
A3077607NE-17,3.0,12.0,11.0,8.0,7.0,5.0,4.0,5.0,8.0,8.0,6.0,4.0,2017-02-23,nero,tuta
A3084A607FA-18,1.0,21.0,21.0,19.0,36.0,33.0,23.0,23.0,16.0,20.0,12.0,12.0,2018-02-25,fantasia,bambolina
A3131A871NE-18,3.0,23.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-05-17,nero,tuta
A3131A871VM-18,1.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-05-19,verde militare,tuta
A3131E146NE-17,6.0,18.0,21.0,32.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-05-05,nero,tuta
A3131E146VM-17,4.0,6.0,8.0,14.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-05-06,verde militare,tuta
A3131G203FA-18,1.0,14.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-05-19,fantasia,tuta
A3150905A609NE-17,17.0,18.0,13.0,23.0,14.0,10.0,3.0,6.0,10.0,8.0,3.0,6.0,2017-08-29,nero,bambolina
A31681124NE-18,2.0,11.0,12.0,7.0,12.0,11.0,13.0,6.0,5.0,6.0,0.0,7.0,2018-03-10,nero,tuta
A3182NE-17,7.0,5.0,8.0,4.0,2.0,7.0,2.0,3.0,4.0,2.0,2.0,3.0,2017-06-14,nero,tuta
A3191G176FANE-18,21.0,22.0,14.0,12.0,17.0,15.0,11.0,15.0,245.0,76.0,21.0,9.0,2018-06-11,fantasia,lungo
A3233909RO-17,11.0,5.0,3.0,6.0,2.0,3.0,7.0,2.0,3.0,1.0,1.0,1.0,2017-07-03,rosso,lungo
A3233909RY-17,4.0,7.0,5.0,1.0,4.0,10.0,8.0,2.0,3.0,0.0,0.0,0.0,2017-07-03,royal,lungo
A3233909VE-17,14.0,16.0,15.0,10.0,5.0,5.0,4.0,4.0,7.0,2.0,0.0,1.0,2017-07-04,verde,lungo
A3300909NE-18,12.0,6.0,5.0,6.0,7.0,11.0,9.0,7.0,8.0,5.0,9.0,1.0,2018-03-13,nero,trapezio
A3300909RS-18,1.0,11.0,8.0,12.0,9.0,7.0,8.0,13.0,11.0,13.0,5.0,2.0,2018-03-10,rosa,trapezio
A33089091124NE-17,1.0,13.0,26.0,19.0,20.0,19.0,17.0,16.0,18.0,17.0,18.0,17.0,2017-07-16,nero,maxi
A3315909S2FX-18,2.0,6.0,7.0,7.0,5.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,2018-04-12,fuxia,bambolina
A3315909S2VE-18,2.0,4.0,12.0,8.0,8.0,5.0,9.0,1.0,0.0,0.0,0.0,0.0,2018-04-15,verde,bambolina
A33279091124NE-17,2.0,5.0,14.0,9.0,4.0,5.0,1.0,4.0,3.0,2.0,1.0,3.0,2017-09-09,nero,maxi
A33331124971FABL-18,6.0,16.0,21.0,16.0,16.0,10.0,15.0,8.0,0.0,0.0,0.0,0.0,2018-04-12,fantasia,lungo
A33331124971FAVE-18,1.0,11.0,12.0,18.0,9.0,7.0,5.0,6.0,0.0,0.0,0.0,0.0,2018-04-15,fantasia,lungo
A33331124971FX-18,5.0,17.0,12.0,17.0,14.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,2018-04-18,fuxia,lungo
A33331124971RS-18,16.0,22.0,23.0,16.0,15.0,20.0,11.0,0.0,0.0,0.0,0.0,0.0,2018-04-17,rosa,lungo
A3333B517L1FANE-18,8.0,9.0,9.0,12.0,11.0,14.0,6.0,0.0,3.0,3.0,0.0,0.0,2018-08-01,fantasia,lungo
A3333B843MIL1FA-18,20.0,30.0,20.0,18.0,9.0,9.0,7.0,3.0,3.0,1.0,0.0,0.0,2018-07-31,fantasia,lungo
A3333C140MIFABE-19,1.0,0.0,1.0,18.0,64.0,92.0,106.0,82.0,88.0,59.0,44.0,8.0,2019-03-16,fantasia,lungo
A3333C140MIFAFABL-19,1.0,8.0,49.0,41.0,56.0,52.0,53.0,41.0,33.0,1.0,0.0,0.0,2019-03-31,fantasia,lungo
A3338B292HA527FA-17,8.0,13.0,13.0,14.0,4.0,5.0,2.0,4.0,5.0,4.0,0.0,0.0,2017-09-25,fantasia,bambolina
A3345909VI-18,8.0,5.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-05-07,viola,bambolina
A3345909VM-17,1.0,16.0,20.0,8.0,5.0,8.0,4.0,1.0,0.0,2.0,0.0,0.0,2017-09-02,verde militare,bambolina
A3345909VM-18,10.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-05-07,verde militare,bambolina
A3346B315TFA-17,3.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-11-17,fantasia,bambolina
A3350909NE-18,3.0,4.0,6.0,6.0,6.0,2.0,3.0,4.0,2.0,3.0,1.0,1.0,2018-02-14,nero,maxi
A3351F84A607FA-17,7.0,16.0,12.0,12.0,12.0,7.0,2.0,3.0,1.0,2.0,1.0,1.0,2017-08-30,fantasia,tuta
A335490941755AM-18,12.0,2.0,3.0,3.0,3.0,8.0,4.0,3.0,5.0,1.0,0.0,0.0,2018-02-06,amarena,bambolina
A335490941755NE-18,11.0,6.0,7.0,2.0,13.0,5.0,3.0,4.0,3.0,1.0,1.0,3.0,2018-02-06,nero,bambolina
A3357B306FAGR-18,3.0,7.0,8.0,2.0,2.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,2017-12-06,fantasia,trapezio
A3359B315D1124FA-17,2.0,19.0,55.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-11-09,fantasia,maxi
A3362B521HFABE-18,7.0,13.0,6.0,6.0,10.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,2018-03-21,fantasia,trapezio
A3368B504MFABE-18,1.0,9.0,12.0,16.0,23.0,11.0,8.0,18.0,10.0,13.0,10.0,10.0,2018-01-28,fantasia,trapezio
A3368B941FFA-18,4.0,16.0,16.0,9.0,25.0,4.0,107.0,9.0,0.0,0.0,0.0,0.0,2018-10-11,fantasia,trapezio
A3373905RO-17,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-11-29,rosso,tubino
A34019091124VE-18,1.0,8.0,7.0,4.0,4.0,3.0,1.0,2.0,2.0,5.0,2.0,2.0,2018-01-20,verde,bambolina
A3484909RS-18,2.0,7.0,24.0,11.0,7.0,16.0,11.0,12.0,3.0,4.0,5.0,4.0,2018-02-24,rosa,bambolina
A3484B546DFABL-18,2.0,7.0,15.0,10.0,15.0,13.0,9.0,13.0,4.0,11.0,7.0,4.0,2018-02-24,fantasia,bambolina
A3484B546DFANE-18,1.0,11.0,18.0,10.0,13.0,14.0,10.0,14.0,7.0,12.0,6.0,4.0,2018-02-24,fantasia,bambolina
A3490909VE-18,1.0,9.0,2.0,14.0,15.0,16.0,20.0,18.0,9.0,8.0,0.0,1.0,2018-02-15,verde,bambolina
A3491B520DFANE-18,2.0,3.0,3.0,4.0,4.0,0.0,1.0,2.0,3.0,0.0,1.0,0.0,2018-01-19,fantasia,bambolina
A35069091124BX-17,7.0,6.0,23.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-11-07,bordeaux,bambolina
A3530B509FA-18,7.0,0.0,2.0,1.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2018-03-26,fantasia,trapezio
A3537B651FANE-18,4.0,63.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-05-19,fantasia,tuta
A3537B728FANE-18,1.0,9.0,3.0,7.0,7.0,2.0,2.0,10.0,8.0,2.0,2.0,5.0,2018-06-15,fantasia,tuta
A3537C230L1FABL-19,1.0,8.0,15.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-05-05,fantasia,tuta
A3537C230L1FAVE-19,3.0,14.0,15.0,10.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-05-03,fantasia,tuta
A3538B502NE-18,4.0,2.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2018-03-16,nero,tuta
A3559F225FA-17,1.0,10.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-11-12,fantasia,bambolina
A3565B504FA-18,8.0,4.0,3.0,4.0,14.0,5.0,8.0,3.0,0.0,0.0,0.0,0.0,2018-04-09,fantasia,chemisier
A3572909DNE-18,7.0,11.0,10.0,2.0,6.0,7.0,5.0,2.0,1.0,9.0,0.0,41.0,2018-09-04,nero,chemisier
A3587B651FANE-18,1.0,16.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-05-20,fantasia,bambolina
A3595B669FA-18,2.0,16.0,11.0,14.0,15.0,27.0,11.0,7.0,14.0,198.0,99.0,47.0,2018-06-09,fantasia,lungo
A3624D1VE-18,1.0,29.0,23.0,19.0,14.0,14.0,29.0,21.0,6.0,7.0,128.0,54.0,2018-06-02,verde,maxi
A3631909VI-18,3.0,8.0,6.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-05-04,viola,manica corta
A3652FANE-18,1.0,18.0,7.0,11.0,19.0,13.0,10.0,6.0,6.0,11.0,6.0,5.0,2018-06-17,fantasia,lungo
A3657A607FA-18,2.0,2.0,3.0,6.0,2.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,2018-07-18,fantasia,tuta
A3682M2L1NE-18,10.0,25.0,17.0,18.0,7.0,5.0,7.0,4.0,5.0,0.0,0.0,0.0,2018-07-31,nero,lungo
A3682M2L1PE-18,2.0,42.0,29.0,35.0,35.0,21.0,12.0,5.0,7.0,1.0,3.0,0.0,2018-07-28,petrolio,lungo
A3719F246FABL-18,2.0,4.0,10.0,8.0,8.0,4.0,13.0,4.0,4.0,4.0,2.0,0.0,2018-03-17,fantasia,bambolina
A3727A735NE-18,4.0,9.0,14.0,44.0,8.0,83.0,17.0,0.0,0.0,0.0,0.0,0.0,2018-10-19,nero,trapezio
A3729B941GFA-18,5.0,6.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,5.0,1.0,2018-09-10,fantasia,lungo
A3730C129DG1FANE-19,2.0,4.0,7.0,2.0,1.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,2019-02-28,fantasia,bambolina
A3733B938FA-18,2.0,14.0,7.0,9.0,3.0,5.0,2.0,0.0,1.0,0.0,1.0,19.0,2018-09-07,fantasia,tuta
A3734B85NE-18,1.0,13.0,5.0,4.0,7.0,4.0,8.0,1.0,2.0,7.0,1.0,64.0,2018-09-09,nero,bambolina
A3737B949NE-18,7.0,5.0,1.0,5.0,3.0,1.0,0.0,2.0,3.0,5.0,1.0,13.0,2018-09-04,nero,tubino
A3741B657B935NE-18,4.0,7.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,31.0,4.0,0.0,2018-09-18,nero,bambolina
A3746B913DFANE-18,10.0,11.0,11.0,17.0,43.0,7.0,77.0,11.0,0.0,0.0,0.0,0.0,2018-10-11,fantasia,bambolina
A3748T1CM-18,2.0,35.0,4.0,55.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-01,cammello,bambolina
A3748T1NE-18,10.0,52.0,10.0,142.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-01,nero,bambolina
A3753M2L1NE-18,8.0,4.0,6.0,7.0,1.0,1.0,1.0,6.0,1.0,20.0,1.0,0.0,2018-09-22,nero,lungo
A3753M2L1PE-18,11.0,15.0,9.0,10.0,3.0,2.0,12.0,3.0,23.0,3.0,0.0,0.0,2018-09-27,petrolio,lungo
A3764T1A527NE-18,2.0,7.0,41.0,4.0,60.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-10-28,nero,tubino
A3768M2P53NE-19,1.0,13.0,12.0,14.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,2019-02-22,nero,bambolina
A3772B976TFANE-18,3.0,11.0,10.0,6.0,5.0,4.0,22.0,2.0,104.0,8.0,0.0,0.0,2018-09-27,fantasia,tubino
A3772T1NE-18,3.0,6.0,11.0,8.0,9.0,8.0,39.0,3.0,121.0,13.0,0.0,0.0,2018-09-27,nero,tubino
A3772T1SE-18,8.0,8.0,4.0,2.0,1.0,13.0,2.0,54.0,9.0,0.0,0.0,0.0,2018-10-02,senape,tubino
A3782B338NE-18,87.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-19,nero,trapezio
A38171124NE-18,2.0,34.0,22.0,9.0,12.0,14.0,12.0,15.0,9.0,17.0,5.0,2.0,2018-07-27,nero,lungo
A3827G184FA-18,1.0,17.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-05-20,fantasia,lungo
A3836D909BI-19,9.0,9.0,4.0,6.0,3.0,3.0,4.0,2.0,1.0,8.0,0.0,0.0,2019-09-25,bianco,manica lunga
A3840A871NE-18,6.0,8.0,7.0,2.0,3.0,5.0,6.0,2.0,6.0,3.0,0.0,2.0,2018-06-26,nero,tuta
A3841T1NE-19,1.0,11.0,6.0,11.0,4.0,10.0,6.0,12.0,5.0,3.0,2.0,2.0,2019-03-17,nero,bambolina
A3847D1NE-19,1.0,4.0,3.0,6.0,3.0,6.0,4.0,3.0,2.0,0.0,2.0,0.0,2019-03-09,nero,bambolina
A3873B502P64BE-19,1.0,1.0,4.0,3.0,4.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,2019-04-05,beige,trapezio
A3876B502NE-19,5.0,4.0,10.0,6.0,6.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,2019-03-27,nero,tuta
A3881909RO-18,1.0,2.0,3.0,4.0,4.0,7.0,4.0,2.0,2.0,34.0,19.0,16.0,2018-06-09,rosso,bambolina
A3882D1FX-19,4.0,9.0,7.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-04-27,fuxia,bambolina
A3882D1NE-19,7.0,9.0,6.0,6.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-04-26,nero,bambolina
A3886D1L1NE-19,1.0,8.0,12.0,17.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-05-04,nero,tuta
A3889D1RS-19,13.0,17.0,17.0,16.0,27.0,26.0,21.0,17.0,6.0,2.0,0.0,0.0,2019-03-27,rosa,bambolina
A3893D1OT-19,1.0,34.0,20.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-05-04,ottanio,bambolina
A3893D1RO-19,4.0,26.0,12.0,7.0,10.0,4.0,6.0,2.0,3.0,0.0,2.0,1.0,2019-07-25,rosso,bambolina
A3900C258L1FANE-19,2.0,10.0,24.0,9.0,7.0,5.0,6.0,4.0,6.0,5.0,1.0,2.0,2019-06-21,fantasia,lungo
A3900M2L1NE-19,2.0,8.0,6.0,9.0,8.0,6.0,5.0,6.0,7.0,6.0,6.0,5.0,2019-06-22,nero,lungo
A3900M2L1OT-19,3.0,22.0,23.0,28.0,25.0,16.0,21.0,19.0,13.0,15.0,17.0,7.0,2019-06-22,ottanio,lungo
A3901M2L1FANE-19,17.0,13.0,8.0,10.0,18.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-04-24,fantasia,bambolina
A3901M2L1FARS-19,4.0,15.0,5.0,5.0,6.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,2019-04-18,fantasia,bambolina
A3901M2L1FX-19,6.0,13.0,14.0,4.0,12.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,2019-04-19,fuxia,bambolina
A3951G294FA-18,1.0,5.0,7.0,10.0,2.0,4.0,3.0,0.0,1.0,1.0,0.0,0.0,2018-07-20,fantasia,lungo
A3FA-19,1.0,4.0,10.0,9.0,9.0,13.0,7.0,4.0,1.0,1.0,3.0,0.0,2019-02-03,fantasia,pantalone lungo
A3MA-18,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2018-07-28,marsala,manica lunga
A4056C655I1FANE-19,26.0,28.0,29.0,27.0,178.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-10-29,fantasia,bambolina
A4057C655G1FANE-19,12.0,15.0,16.0,5.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-10-29,fantasia,lungo
A4085SC1NE-19,7.0,16.0,12.0,13.0,5.0,8.0,11.0,31.0,0.0,0.0,0.0,0.0,2019-10-10,nero,tubino
A4089SC1NE-19,11.0,16.0,14.0,12.0,9.0,4.0,5.0,27.0,0.0,0.0,0.0,0.0,2019-10-10,nero,bambolina
A4089SC1PE-19,17.0,19.0,12.0,13.0,7.0,12.0,5.0,28.0,0.0,0.0,0.0,0.0,2019-10-08,petrolio,bambolina
A4089SC1RO-19,10.0,12.0,9.0,9.0,10.0,9.0,7.0,31.0,0.0,0.0,0.0,0.0,2019-10-08,rosso,bambolina
A4271909DNE-18,4.0,5.0,4.0,2.0,12.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,2018-10-11,nero,bambolina
A4308F2RG-19,7.0,3.0,5.0,5.0,1.0,1.0,1.0,32.0,14.0,12.0,4.0,3.0,2019-01-15,ruggine,trapezio
A4360A740BX-19,1.0,3.0,6.0,3.0,5.0,5.0,2.0,2.0,5.0,4.0,1.0,0.0,2018-12-22,bordeaux,lungo
A4360A740NE-19,2.0,9.0,2.0,6.0,2.0,4.0,4.0,2.0,0.0,3.0,0.0,0.0,2018-12-23,nero,lungo
A4426905NE-19,8.0,5.0,6.0,6.0,6.0,5.0,12.0,5.0,2.0,1.0,1.0,2.0,2019-02-11,nero,tuta
A4586I23FAFX-19,8.0,10.0,4.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-04-26,fantasia,bambolina
A4753E17NE-19,5.0,6.0,3.0,0.0,2.0,5.0,4.0,2.0,2.0,2.0,0.0,0.0,2019-07-10,nero,chemisier
A4795909D42217GI-19,12.0,16.0,22.0,17.0,9.0,16.0,21.0,150.0,106.0,49.0,32.0,7.0,2019-06-18,giallo,trapezio
A4839909DD1124AV-19,2.0,9.0,15.0,10.0,11.0,2.0,4.0,3.0,4.0,0.0,1.0,0.0,2019-07-25,avion,bambolina
A4839909DD1124NE-19,4.0,21.0,21.0,14.0,4.0,5.0,2.0,0.0,3.0,1.0,0.0,0.0,2019-07-27,nero,bambolina
A4839909DD1124RO-19,3.0,15.0,23.0,21.0,5.0,3.0,5.0,2.0,0.0,0.0,0.0,1.0,2019-07-27,rosso,bambolina
A4848909OT-19,40.0,17.0,18.0,32.0,18.0,14.0,14.0,14.0,18.0,4.0,3.0,4.0,2019-07-08,ottanio,bambolina
A4853L41FABE-19,4.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-05-10,fantasia,lungo
A4853L41FAVE-19,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-05-11,fantasia,lungo
A4FANE-19,2.0,15.0,24.0,27.0,12.0,19.0,9.0,10.0,3.0,4.0,4.0,1.0,2019-02-21,fantasia,pantalone lungo
A4NE-18,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-09-08,nero,manica lunga
A4RS-18,1.0,4.0,3.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,2.0,2018-09-09,rosa,manica lunga
A5006T77NE-19,3.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-11-23,nero,tubino
A5018T22T3T7NE-19,9.0,11.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-11-14,nero,lungo
A5025T7TBE-18,2.0,7.0,3.0,2.0,6.0,6.0,0.0,0.0,2.0,0.0,31.0,3.0,2018-09-13,beige,bambolina
A5025T9NE-18,1.0,14.0,13.0,9.0,9.0,8.0,6.0,16.0,4.0,3.0,5.0,2.0,2018-07-29,nero,bambolina
A5069F26FA-17,1.0,5.0,8.0,23.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-11-04,fantasia,trapezio
A5099F4FA-17,1.0,8.0,24.0,20.0,22.0,25.0,3.0,0.0,0.0,0.0,0.0,0.0,2017-10-22,fantasia,bambolina
A5109T10NE-19,1.0,7.0,4.0,11.0,10.0,5.0,4.0,1.0,2.0,1.0,1.0,0.0,2019-01-13,nero,tubino
A5129FANE-18,7.0,8.0,3.0,4.0,3.0,6.0,1.0,1.0,7.0,2.0,0.0,0.0,2018-02-06,fantasia,bambolina
A5163T44AP15NE-18,1.0,0.0,2.0,3.0,2.0,0.0,0.0,10.0,6.0,7.0,3.0,0.0,2018-03-03,nero,trapezio
A5163T44AP15RS-18,1.0,2.0,2.0,2.0,2.0,3.0,1.0,8.0,15.0,5.0,7.0,1.0,2018-03-04,rosa,trapezio
A5166F28T15FANE-18,78.0,49.0,327.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-09,fantasia,trapezio
A5225909DNE-19,12.0,13.0,12.0,10.0,6.0,7.0,6.0,5.0,1.0,55.0,0.0,0.0,2019-09-25,nero,bambolina
A5284T46T3T7NE-19,7.0,17.0,24.0,31.0,30.0,24.0,16.0,21.0,8.0,7.0,0.0,1.0,2019-08-08,nero,lungo
A5284T7T3FX-19,6.0,14.0,13.0,7.0,10.0,11.0,9.0,7.0,4.0,5.0,1.0,2.0,2019-06-29,fuxia,lungo
A5284T7T3NE-18,1.0,8.0,12.0,29.0,31.0,38.0,35.0,60.0,39.0,25.0,14.0,7.0,2018-06-21,nero,lungo
A5284T7T3NE-19,16.0,30.0,39.0,43.0,57.0,59.0,55.0,42.0,48.0,30.0,35.0,16.0,2019-06-26,nero,lungo
A5284T7T3RO-19,7.0,18.0,40.0,25.0,41.0,22.0,25.0,31.0,18.0,19.0,20.0,6.0,2019-06-26,rosso,lungo
A5284T97T7NE-18,4.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-25,nero,lungo
A5365M50FA-19,10.0,10.0,8.0,6.0,7.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-10-22,fantasia,tubino
A5387M50FA-19,12.0,15.0,8.0,9.0,7.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-10-21,fantasia,trapezio
A5597T10BICFA-19,4.0,7.0,13.0,18.0,15.0,11.0,2.0,3.0,2.0,1.0,0.0,0.0,2019-03-29,fantasia,trapezio
A5599T9POLNE-18,1.0,3.0,3.0,3.0,4.0,2.0,0.0,4.0,1.0,10.0,1.0,0.0,2018-09-22,nero,tubino
A5599T9POLVE-18,1.0,5.0,5.0,5.0,5.0,1.0,0.0,5.0,0.0,5.0,1.0,0.0,2018-09-23,verde,tubino
A5605T10NE-19,2.0,14.0,18.0,10.0,28.0,29.0,27.0,21.0,20.0,8.0,5.0,2.0,2019-01-12,nero,trapezio
A5605T54FA-19,4.0,29.0,24.0,27.0,49.0,33.0,32.0,33.0,26.0,9.0,6.0,2.0,2019-01-12,fantasia,trapezio
A5629T9T7NE-18,1.0,4.0,25.0,4.0,32.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-10-27,nero,lungo
A5648T50BICFA-19,3.0,6.0,10.0,6.0,4.0,5.0,7.0,3.0,1.0,0.0,0.0,0.0,2019-03-01,fantasia,bambolina
A5712F104FANE-19,5.0,7.0,17.0,14.0,9.0,16.0,14.0,7.0,6.0,3.0,4.0,2.0,2019-06-21,fantasia,bambolina
A5729T54T102FA-19,1.0,15.0,13.0,8.0,6.0,6.0,6.0,8.0,2.0,4.0,3.0,1.0,2019-01-12,fantasia,maxi
A5772F18MICRFABE-19,3.0,7.0,10.0,4.0,10.0,8.0,13.0,2.0,2.0,0.0,0.0,0.0,2019-07-27,fantasia,bambolina
A5772F18MICRFANE-19,9.0,19.0,10.0,16.0,11.0,12.0,12.0,6.0,1.0,0.0,1.0,0.0,2019-07-25,fantasia,bambolina
A5789T7RETNUNNE-19,2.0,26.0,15.0,20.0,31.0,14.0,7.0,0.0,0.0,0.0,0.0,0.0,2019-04-20,nero,bambolina
A5853JBLF105FANE-19,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-05-24,fantasia,lungo
A5853JFXF105FANE-19,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-05-23,fantasia,lungo
A5853T7NE-19,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-05-24,nero,lungo
A5899909NE-18,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-03-30,nero,bambolina
A5949T3T46TGRO-19,5.0,6.0,4.0,7.0,5.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-10-23,rosso,lungo
A5949T77T3T7NE-19,24.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-11-18,nero,lungo
A5957T69T7NE-19,11.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-11-18,nero,bambolina
A5958T79T7NE-19,5.0,9.0,8.0,15.0,11.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-10-25,nero,bambolina
A5984T132NE-19,4.0,22.0,22.0,9.0,9.0,8.0,6.0,0.0,81.0,48.0,33.0,20.0,2018-12-13,nero,bambolina
A5984T132PE-19,4.0,25.0,8.0,12.0,11.0,5.0,4.0,1.0,69.0,45.0,37.0,16.0,2018-12-14,petrolio,bambolina
A5992T16T102T43FA-19,2.0,18.0,19.0,16.0,33.0,20.0,26.0,25.0,14.0,7.0,3.0,1.0,2019-01-12,fantasia,maxi
A5FA-19,1.0,6.0,8.0,4.0,10.0,4.0,5.0,2.0,3.0,2.0,1.0,0.0,2019-02-02,fantasia,trapezio
A5VE-18,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-09-17,verde,manica lunga
A6NE-19,4.0,11.0,9.0,17.0,13.0,7.0,9.0,7.0,7.0,5.0,3.0,1.0,2019-03-14,nero,pantalone lungo
A6RS-19,4.0,5.0,4.0,4.0,6.0,6.0,3.0,1.0,2.0,1.0,0.0,1.0,2019-03-12,rosa,pantalone lungo
